variable,exposure_type,exposure_value,exposure_probability,lag_window,reference_value,RR,model_key,specification_order
sp,mavg,100.76940525,0.61,6,100.31247644,1.01443601235573,sp__mavg,10
sp,mavg,100.76940525,0.61,7,100.31247644,1.01121071528029,sp__mavg,10
sp,mavg,100.76940525,0.61,8,100.31247644,1.00550163919424,sp__mavg,10
sp,mavg,100.76940525,0.61,9,100.31247644,0.998174903321157,sp__mavg,10
sp,mavg,100.76940525,0.61,10,100.31247644,0.990083633706045,sp__mavg,10
sp,mavg,100.907991277714,0.64,0,100.31247644,0.961428763481971,sp__mavg,10
sp,mavg,100.907991277714,0.64,1,100.31247644,0.976621598850076,sp__mavg,10
sp,mavg,100.907991277714,0.64,2,100.31247644,0.991013753321566,sp__mavg,10
sp,mavg,100.907991277714,0.64,3,100.31247644,1.00350912135803,sp__mavg,10
sp,mavg,100.907991277714,0.64,4,100.31247644,1.01296722961284,sp__mavg,10
sp,mavg,100.907991277714,0.64,5,100.31247644,1.01823035270839,sp__mavg,10
sp,mavg,100.907991277714,0.64,6,100.31247644,1.01851950191762,sp__mavg,10
sp,mavg,100.907991277714,0.64,7,100.31247644,1.01454013141028,sp__mavg,10
sp,mavg,100.907991277714,0.64,8,100.31247644,1.00739906009239,sp__mavg,10
sp,mavg,100.907991277714,0.64,9,100.31247644,0.998210508957144,sp__mavg,10
sp,mavg,100.907991277714,0.64,10,100.31247644,0.988068097290593,sp__mavg,10
sp,mavg,101.044167771429,0.67,0,100.31247644,0.953175214998631,sp__mavg,10
sp,mavg,101.044167771429,0.67,1,100.31247644,0.971398826201038,sp__mavg,10
sp,mavg,101.044167771429,0.67,2,100.31247644,0.988729401183356,sp__mavg,10
sp,mavg,101.044167771429,0.67,3,100.31247644,1.00384672166069,sp__mavg,10
sp,mavg,101.044167771429,0.67,4,100.31247644,1.01536569058458,sp__mavg,10
sp,mavg,101.044167771429,0.67,5,100.31247644,1.02187489066579,sp__mavg,10
sp,mavg,101.044167771429,0.67,6,100.31247644,1.02242116082008,sp__mavg,10
sp,mavg,101.044167771429,0.67,7,100.31247644,1.01784604859341,sp__mavg,10
sp,mavg,101.044167771429,0.67,8,100.31247644,1.00948410163247,sp__mavg,10
sp,mavg,101.044167771429,0.67,9,100.31247644,0.998681383643263,sp__mavg,10
sp,mavg,101.044167771429,0.67,10,100.31247644,0.986755296019805,sp__mavg,10
sp,mavg,101.175931684,0.7,0,100.31247644,0.945377961734471,sp__mavg,10
sp,mavg,101.175931684,0.7,1,100.31247644,0.966372404067423,sp__mavg,10
sp,mavg,101.175931684,0.7,2,100.31247644,0.986413700710896,sp__mavg,10
sp,mavg,101.175931684,0.7,3,100.31247644,1.00397923988767,sp__mavg,10
sp,mavg,101.175931684,0.7,4,100.31247644,1.0174591009055,sp__mavg,10
sp,mavg,101.175931684,0.7,5,100.31247644,1.02520640457512,sp__mavg,10
sp,mavg,101.175931684,0.7,6,100.31247644,1.02610420893331,sp__mavg,10
sp,mavg,101.175931684,0.7,7,100.31247644,1.02111286784516,sp__mavg,10
sp,mavg,101.175931684,0.7,8,100.31247644,1.01177191605144,sp__mavg,10
sp,mavg,101.175931684,0.7,9,100.31247644,0.999637529687243,sp__mavg,10
sp,mavg,101.175931684,0.7,10,100.31247644,0.986229559545614,sp__mavg,10
sp,mavg,101.303701327222,0.73,0,100.31247644,0.937989618897963,sp__mavg,10
sp,mavg,101.303701327222,0.73,1,100.31247644,0.961516974815695,sp__mavg,10
sp,mavg,101.303701327222,0.73,2,100.31247644,0.984059103632725,sp__mavg,10
sp,mavg,101.303701327222,0.73,3,100.31247644,1.00391286242311,sp__mavg,10
sp,mavg,101.303701327222,0.73,4,100.31247644,1.01926418700206,sp__mavg,10
sp,mavg,101.303701327222,0.73,5,100.31247644,1.02825001994425,sp__mavg,10
sp,mavg,101.303701327222,0.73,6,100.31247644,1.02960056545219,sp__mavg,10
sp,mavg,101.303701327222,0.73,7,100.31247644,1.02437750583131,sp__mavg,10
sp,mavg,101.303701327222,0.73,8,100.31247644,1.01430182166338,sp__mavg,10
sp,mavg,101.303701327222,0.73,9,100.31247644,1.0011173434294,sp__mavg,10
sp,mavg,101.303701327222,0.73,10,100.31247644,0.986524939316315,sp__mavg,10
sp,mavg,101.4223084125,0.76,0,100.31247644,0.931279184845223,sp__mavg,10
sp,mavg,101.4223084125,0.76,1,100.31247644,0.957020530062395,sp__mavg,10
sp,mavg,101.4223084125,0.76,2,100.31247644,0.981768886626952,sp__mavg,10
sp,mavg,101.4223084125,0.76,3,100.31247644,1.00366915846207,sp__mavg,10
sp,mavg,101.4223084125,0.76,4,100.31247644,1.02073228016047,sp__mavg,10
sp,mavg,101.4223084125,0.76,5,100.31247644,1.03090756763565,sp__mavg,10
sp,mavg,101.4223084125,0.76,6,100.31247644,1.03278989971521,sp__mavg,10
sp,mavg,101.4223084125,0.76,7,100.31247644,1.0275213262148,sp__mavg,10
sp,mavg,101.4223084125,0.76,8,100.31247644,1.01697356198293,sp__mavg,10
sp,mavg,101.4223084125,0.76,9,100.31247644,1.00304815916465,sp__mavg,10
sp,mavg,101.4223084125,0.76,10,100.31247644,0.98759881378834,sp__mavg,10
sp,mavg,101.539681617,0.79,0,100.31247644,0.924774368530341,sp__mavg,10
sp,mavg,101.539681617,0.79,1,100.31247644,0.952578101420211,sp__mavg,10
sp,mavg,101.539681617,0.79,2,100.31247644,0.979400654104474,sp__mavg,10
sp,mavg,101.539681617,0.79,3,100.31247644,1.00325229108305,sp__mavg,10
sp,mavg,101.539681617,0.79,4,100.31247644,1.02198587131116,sp__mavg,10
sp,mavg,101.539681617,0.79,5,100.31247644,1.03337885729818,sp__mavg,10
sp,mavg,101.539681617,0.79,6,100.31247644,1.03589926421342,sp__mavg,10
sp,mavg,101.539681617,0.79,7,100.31247644,1.03075494197673,sp__mavg,10
sp,mavg,101.539681617,0.79,8,100.31247644,1.01994860433514,sp__mavg,10
sp,mavg,101.539681617,0.79,9,100.31247644,1.00552095212062,sp__mavg,10
sp,mavg,101.539681617,0.79,10,100.31247644,0.989461608231848,sp__mavg,10
sp,mavg,101.6564830125,0.82,0,100.31247644,0.918429500559677,sp__mavg,10
sp,mavg,101.6564830125,0.82,1,100.31247644,0.948164865874769,sp__mavg,10
sp,mavg,101.6564830125,0.82,2,100.31247644,0.976948162887652,sp__mavg,10
sp,mavg,101.6564830125,0.82,3,100.31247644,1.00267096656966,sp__mavg,10
sp,mavg,101.6564830125,0.82,4,100.31247644,1.02304383922781,sp__mavg,10
sp,mavg,101.6564830125,0.82,5,100.31247644,1.03568709141047,sp__mavg,10
sp,mavg,101.6564830125,0.82,6,100.31247644,1.03894960462426,sp__mavg,10
sp,mavg,101.6564830125,0.82,7,100.31247644,1.03409137336356,sp__mavg,10
sp,mavg,101.6564830125,0.82,8,100.31247644,1.0232275711395,sp__mavg,10
sp,mavg,101.6564830125,0.82,9,100.31247644,1.00852068368702,sp__mavg,10
sp,mavg,101.6564830125,0.82,10,100.31247644,0.992080729540942,sp__mavg,10
sp,mavg,101.774658719048,0.85,0,100.31247644,0.912134266128729,sp__mavg,10
sp,mavg,101.774658719048,0.85,1,100.31247644,0.94370805638021,sp__mavg,10
sp,mavg,101.774658719048,0.85,2,100.31247644,0.974375049541045,sp__mavg,10
sp,mavg,101.774658719048,0.85,3,100.31247644,1.0019218497488,sp__mavg,10
sp,mavg,101.774658719048,0.85,4,100.31247644,1.02393017681964,sp__mavg,10
sp,mavg,101.774658719048,0.85,5,100.31247644,1.03787545074342,sp__mavg,10
sp,mavg,101.774658719048,0.85,6,100.31247644,1.04199333046719,sp__mavg,10
sp,mavg,101.774658719048,0.85,7,100.31247644,1.03758346220636,sp__mavg,10
sp,mavg,101.774658719048,0.85,8,100.31247644,1.02685694452103,sp__mavg,10
sp,mavg,101.774658719048,0.85,9,100.31247644,1.01208281151811,sp__mavg,10
sp,mavg,101.774658719048,0.85,10,100.31247644,0.99547820121655,sp__mavg,10
sp,mavg,101.9060232068,0.88,0,100.31247644,0.905276108235392,sp__mavg,10
sp,mavg,101.9060232068,0.88,1,100.31247644,0.938764542198909,sp__mavg,10
sp,mavg,101.9060232068,0.88,2,100.31247644,0.971413148370221,sp__mavg,10
sp,mavg,101.9060232068,0.88,3,100.31247644,1.0009091035936,sp__mavg,10
sp,mavg,101.9060232068,0.88,4,100.31247644,1.02470851274826,sp__mavg,10
sp,mavg,101.9060232068,0.88,5,100.31247644,1.04014233461909,sp__mavg,10
sp,mavg,101.9060232068,0.88,6,100.31247644,1.04532911376995,sp__mavg,10
sp,mavg,101.9060232068,0.88,7,100.31247644,1.04159777507717,sp__mavg,10
sp,mavg,101.9060232068,0.88,8,100.31247644,1.03124554124901,sp__mavg,10
sp,mavg,101.9060232068,0.88,9,100.31247644,1.01664068572133,sp__mavg,10
sp,mavg,101.9060232068,0.88,10,100.31247644,1.00010262992074,sp__mavg,10
sp,mavg,102.053943448143,0.91,0,100.31247644,0.89772020065672,sp__mavg,10
sp,mavg,102.053943448143,0.91,1,100.31247644,0.933212583154219,sp__mavg,10
sp,mavg,102.053943448143,0.91,2,100.31247644,0.967959015545888,sp__mavg,10
sp,mavg,102.053943448143,0.91,3,100.31247644,0.999555566793113,sp__mavg,10
sp,mavg,102.053943448143,0.91,4,100.31247644,1.02533858317624,sp__mavg,10
sp,mavg,102.053943448143,0.91,5,100.31247644,1.04249705709084,sp__mavg,10
sp,mavg,102.053943448143,0.91,6,100.31247644,1.04902881658893,sp__mavg,10
sp,mavg,102.053943448143,0.91,7,100.31247644,1.04627820532482,sp__mavg,10
sp,mavg,102.053943448143,0.91,8,100.31247644,1.03661460656023,sp__mavg,10
sp,mavg,102.053943448143,0.91,9,100.31247644,1.02249468497198,sp__mavg,10
sp,mavg,102.053943448143,0.91,10,100.31247644,1.00633270993496,sp__mavg,10
sp,mavg,102.2371949595,0.94,0,100.31247644,0.888588653837967,sp__mavg,10
sp,mavg,102.2371949595,0.94,1,100.31247644,0.926357797267805,sp__mavg,10
sp,mavg,102.2371949595,0.94,2,100.31247644,0.963520592642988,sp__mavg,10
sp,mavg,102.2371949595,0.94,3,100.31247644,0.997589166156894,sp__mavg,10
sp,mavg,102.2371949595,0.94,4,100.31247644,1.02578223245627,sp__mavg,10
sp,mavg,102.2371949595,0.94,5,100.31247644,1.04514269099252,sp__mavg,10
sp,mavg,102.2371949595,0.94,6,100.31247644,1.05353539587527,sp__mavg,10
sp,mavg,102.2371949595,0.94,7,100.31247644,1.05230017307088,sp__mavg,10
sp,mavg,102.2371949595,0.94,8,100.31247644,1.04386149404098,sp__mavg,10
sp,mavg,102.2371949595,0.94,9,100.31247644,1.03075297495452,sp__mavg,10
sp,mavg,102.2371949595,0.94,10,100.31247644,1.01547809118696,sp__mavg,10
sp,mavg,102.4833797,0.97,0,100.31247644,0.876687576359971,sp__mavg,10
sp,mavg,102.4833797,0.97,1,100.31247644,0.917193382404642,sp__mavg,10
sp,mavg,102.4833797,0.97,2,100.31247644,0.957313752643917,sp__mavg,10
sp,mavg,102.4833797,0.97,3,100.31247644,0.994494379859344,sp__mavg,10
sp,mavg,102.4833797,0.97,4,100.31247644,1.02584641027581,sp__mavg,10
sp,mavg,102.4833797,0.97,5,100.31247644,1.04826636866075,sp__mavg,10
sp,mavg,102.4833797,0.97,6,100.31247644,1.05946954799301,sp__mavg,10
sp,mavg,102.4833797,0.97,7,100.31247644,1.06075381866015,sp__mavg,10
sp,mavg,102.4833797,0.97,8,100.31247644,1.05456342320655,sp__mavg,10
sp,mavg,102.4833797,0.97,9,100.31247644,1.04348318247257,sp__mavg,10
sp,mavg,102.4833797,0.97,10,100.31247644,1.03009084878426,sp__mavg,10
tp,lag,0,0.01,0,0.36459968,1.00362422088551,tp__lag,11
tp,lag,0,0.01,1,0.36459968,1.00379609270587,tp__lag,11
tp,lag,0,0.01,2,0.36459968,1.00397486114857,tp__lag,11
tp,lag,0,0.01,3,0.36459968,1.00416739839367,tp__lag,11
tp,lag,0,0.01,4,0.36459968,1.00438058231427,tp__lag,11
tp,lag,0,0.01,5,0.36459968,1.00462129765449,tp__lag,11
tp,lag,0,0.01,6,0.36459968,1.00489414650962,tp__lag,11
tp,lag,0,0.01,7,0.36459968,1.00519457131423,tp__lag,11
tp,lag,0,0.01,8,0.36459968,1.00551571897887,tp__lag,11
tp,lag,0,0.01,9,0.36459968,1.00585072923935,tp__lag,11
tp,lag,0,0.01,10,0.36459968,1.00619273347539,tp__lag,11
tp,lag,0.000423193,0.07,0,0.36459968,1.00362027335995,tp__lag,11
tp,lag,0.000423193,0.07,1,0.36459968,1.00379006808531,tp__lag,11
tp,lag,0.000423193,0.07,2,0.36459968,1.00396673646558,tp__lag,11
tp,lag,0.000423193,0.07,3,0.36459968,1.00415712834649,tp__lag,11
tp,lag,0.000423193,0.07,4,0.36459968,1.00436809918848,tp__lag,11
tp,lag,0.000423193,0.07,5,0.36459968,1.00460651123698,tp__lag,11
tp,lag,0.000423193,0.07,6,0.36459968,1.00487695143945,tp__lag,11
tp,lag,0.000423193,0.07,7,0.36459968,1.00517487682658,tp__lag,11
tp,lag,0.000423193,0.07,8,0.36459968,1.00549345641522,tp__lag,11
tp,lag,0.000423193,0.07,9,0.36459968,1.00582585213532,tp__lag,11
tp,lag,0.000423193,0.07,10,0.36459968,1.00616521765634,tp__lag,11
tp,lag,0.000441074,0.1,0,0.36459968,1.00362010656213,tp__lag,11
tp,lag,0.000441074,0.1,1,0.36459968,1.00378981354917,tp__lag,11
tp,lag,0.000441074,0.1,2,0.36459968,1.00396639322106,tp__lag,11
tp,lag,0.000441074,0.1,3,0.36459968,1.00415669448006,tp__lag,11
tp,lag,0.000441074,0.1,4,0.36459968,1.00436757183982,tp__lag,11
tp,lag,0.000441074,0.1,5,0.36459968,1.00460588659535,tp__lag,11
tp,lag,0.000441074,0.1,6,0.36459968,1.00487622505425,tp__lag,11
tp,lag,0.000441074,0.1,7,0.36459968,1.00517404486382,tp__lag,11
tp,lag,0.000441074,0.1,8,0.36459968,1.00549251597479,tp__lag,11
tp,lag,0.000441074,0.1,9,0.36459968,1.0058248012547,tp__lag,11
tp,lag,0.000441074,0.1,10,0.36459968,1.00616405531463,tp__lag,11
tp,lag,0.000852346,0.13,0,0.36459968,1.00361626992604,tp__lag,11
tp,lag,0.000852346,0.13,1,0.36459968,1.00378395990209,tp__lag,11
tp,lag,0.000852346,0.13,2,0.36459968,1.00395850026369,tp__lag,11
tp,lag,0.000852346,0.13,3,0.36459968,1.00414671822033,tp__lag,11
tp,lag,0.000852346,0.13,4,0.36459968,1.00435544651725,tp__lag,11
tp,lag,0.000852346,0.13,5,0.36459968,1.00459152459792,tp__lag,11
tp,lag,0.000852346,0.13,6,0.36459968,1.00485952405854,tp__lag,11
tp,lag,0.000852346,0.13,7,0.36459968,1.00515491672466,tp__lag,11
tp,lag,0.000852346,0.13,8,0.36459968,1.00547089401939,tp__lag,11
tp,lag,0.000852346,0.13,9,0.36459968,1.00580064036757,tp__lag,11
tp,lag,0.000852346,0.13,10,0.36459968,1.00613733202987,tp__lag,11
tp,lag,0.000858307,0.16,0,0.36459968,1.00361621431406,tp__lag,11
tp,lag,0.000858307,0.16,1,0.36459968,1.00378387507312,tp__lag,11
tp,lag,0.000858307,0.16,2,0.36459968,1.00395838589472,tp__lag,11
tp,lag,0.000858307,0.16,3,0.36459968,1.00414657367407,tp__lag,11
tp,lag,0.000858307,0.16,4,0.36459968,1.00435527084105,tp__lag,11
tp,lag,0.000858307,0.16,5,0.36459968,1.00459131652255,tp__lag,11
tp,lag,0.000858307,0.16,6,0.36459968,1.00485928210163,tp__lag,11
tp,lag,0.000858307,0.16,7,0.36459968,1.00515463960928,tp__lag,11
tp,lag,0.000858307,0.16,8,0.36459968,1.00547058077971,tp__lag,11
tp,lag,0.000858307,0.16,9,0.36459968,1.00580029035005,tp__lag,11
tp,lag,0.000858307,0.16,10,0.36459968,1.00613694489465,tp__lag,11
tp,lag,0.0012815,0.19,0,0.36459968,1.00361226585838,tp__lag,11
tp,lag,0.0012815,0.19,1,0.36459968,1.00377785416587,tp__lag,11
tp,lag,0.0012815,0.19,2,0.36459968,1.0039502696227,tp__lag,11
tp,lag,0.0012815,0.19,3,0.36459968,1.00413631682597,tp__lag,11
tp,lag,0.0012815,0.19,4,0.36459968,1.00434280583002,tp__lag,11
tp,lag,0.0012815,0.19,5,0.36459968,1.00457655330124,tp__lag,11
tp,lag,0.0012815,0.19,6,0.36459968,1.00484211550205,tp__lag,11
tp,lag,0.0012815,0.19,7,0.36459968,1.00513497903883,tp__lag,11
tp,lag,0.0012815,0.19,8,0.36459968,1.00544835771858,tp__lag,11
tp,lag,0.0012815,0.19,9,0.36459968,1.00577545843803,tp__lag,11
tp,lag,0.0012815,0.19,10,0.36459968,1.00610948002559,tp__lag,11
tp,lag,0.001710626,0.22,0,0.36459968,1.00360826111773,tp__lag,11
tp,lag,0.001710626,0.22,1,0.36459968,1.00377175246197,tp__lag,11
tp,lag,0.001710626,0.22,2,0.36459968,1.00394204776566,tp__lag,11
tp,lag,0.001710626,0.22,3,0.36459968,1.00412592905002,tp__lag,11
tp,lag,0.001710626,0.22,4,0.36459968,1.00433018371559,tp__lag,11
tp,lag,0.001710626,0.22,5,0.36459968,1.00456160568936,tp__lag,11
tp,lag,0.001710626,0.22,6,0.36459968,1.00482473592611,tp__lag,11
tp,lag,0.001710626,0.22,7,0.36459968,1.00511507579075,tp__lag,11
tp,lag,0.001710626,0.22,8,0.36459968,1.0054258614392,tp__lag,11
tp,lag,0.001710626,0.22,9,0.36459968,1.00575032220453,tp__lag,11
tp,lag,0.001710626,0.22,10,0.36459968,1.0060816794467,tp__lag,11
tp,lag,0.001938433,0.25,0,0.36459968,1.00360613466435,tp__lag,11
tp,lag,0.001938433,0.25,1,0.36459968,1.00376851517341,tp__lag,11
tp,lag,0.001938433,0.25,2,0.36459968,1.00393768735344,tp__lag,11
tp,lag,0.001938433,0.25,3,0.36459968,1.00412042125902,tp__lag,11
tp,lag,0.001938433,0.25,4,0.36459968,1.00432349228297,tp__lag,11
tp,lag,0.001938433,0.25,5,0.36459968,1.00455368229934,tp__lag,11
tp,lag,0.001938433,0.25,6,0.36459968,1.0048155241495,tp__lag,11
tp,lag,0.001938433,0.25,7,0.36459968,1.00510452702194,tp__lag,11
tp,lag,0.001938433,0.25,8,0.36459968,1.00541393891937,tp__lag,11
tp,lag,0.001938433,0.25,9,0.36459968,1.00573700106786,tp__lag,11
tp,lag,0.001938433,0.25,10,0.36459968,1.00606694677055,tp__lag,11
tp,lag,0.00299031,0.28,0,0.36459968,1.00359631086414,tp__lag,11
tp,lag,0.00299031,0.28,1,0.36459968,1.00375358699825,tp__lag,11
tp,lag,0.00299031,0.28,2,0.36459968,1.00391759828905,tp__lag,11
tp,lag,0.00299031,0.28,3,0.36459968,1.00409505972561,tp__lag,11
tp,lag,0.00299031,0.28,4,0.36459968,1.00429269144761,tp__lag,11
tp,lag,0.00299031,0.28,5,0.36459968,1.00451721986978,tp__lag,11
tp,lag,0.00299031,0.28,6,0.36459968,1.00477314050398,tp__lag,11
tp,lag,0.00299031,0.28,7,0.36459968,1.00505599854554,tp__lag,11
tp,lag,0.00299031,0.28,8,0.36459968,1.0053590965159,tp__lag,11
tp,lag,0.00299031,0.28,9,0.36459968,1.0056757303705,tp__lag,11
tp,lag,0.00299031,0.28,10,0.36459968,1.00599918837124,tp__lag,11
tp,lag,0.0066787,0.31,0,0.36459968,1.00356179759921,tp__lag,11
tp,lag,0.0066787,0.31,1,0.36459968,1.00370149814559,tp__lag,11
tp,lag,0.0066787,0.31,2,0.36459968,1.0038477386161,tp__lag,11
tp,lag,0.0066787,0.31,3,0.36459968,1.0040070433755,tp__lag,11
tp,lag,0.0066787,0.31,4,0.36459968,1.00418594131039,tp__lag,11
tp,lag,0.0066787,0.31,5,0.36459968,1.00439096689053,tp__lag,11
tp,lag,0.0066787,0.31,6,0.36459968,1.00462648646732,tp__lag,11
tp,lag,0.0066787,0.31,7,0.36459968,1.00488816995777,tp__lag,11
tp,lag,0.0066787,0.31,8,0.36459968,1.00516950867199,tp__lag,11
tp,lag,0.0066787,0.31,9,0.36459968,1.00546398806119,tp__lag,11
tp,lag,0.0066787,0.31,10,0.36459968,1.00576508665379,tp__lag,11
tp,lag,0.017624205,0.34,0,0.36459968,1.00345878538821,tp__lag,11
tp,lag,0.017624205,0.34,1,0.36459968,1.00354924251512,tp__lag,11
tp,lag,0.017624205,0.34,2,0.36459968,1.0036456863091,tp__lag,11
tp,lag,0.017624205,0.34,3,0.36459968,1.00375409765311,tp__lag,11
tp,lag,0.017624205,0.34,4,0.36459968,1.00388046033442,tp__lag,11
tp,lag,0.017624205,0.34,5,0.36459968,1.00403076193617,tp__lag,11
tp,lag,0.017624205,0.34,6,0.36459968,1.00420900112186,tp__lag,11
tp,lag,0.017624205,0.34,7,0.36459968,1.00441120402663,tp__lag,11
tp,lag,0.017624205,0.34,8,0.36459968,1.00463140069255,tp__lag,11
tp,lag,0.017624205,0.34,9,0.36459968,1.00486361713193,tp__lag,11
tp,lag,0.017624205,0.34,10,0.36459968,1.00510187443419,tp__lag,11
tp,lag,0.038916577,0.37,0,0.36459968,1.00325600375687,tp__lag,11
tp,lag,0.038916577,0.37,1,0.36459968,1.003262716422,tp__lag,11
tp,lag,0.038916577,0.37,2,0.36459968,1.00327444425043,tp__lag,11
tp,lag,0.038916577,0.37,3,0.36459968,1.00329620264521,tp__lag,11
tp,lag,0.038916577,0.37,4,0.36459968,1.00333300767008,tp__lag,11
tp,lag,0.038916577,0.37,5,0.36459968,1.00338987667634,tp__lag,11
tp,lag,0.038916577,0.37,6,0.36459968,1.00347015714275,tp__lag,11
tp,lag,0.038916577,0.37,7,0.36459968,1.00357051027532,tp__lag,11
tp,lag,0.038916577,0.37,8,0.36459968,1.00368592489442,tp__lag,11
tp,lag,0.038916577,0.37,9,0.36459968,1.00381138836648,tp__lag,11
tp,lag,0.038916577,0.37,10,0.36459968,1.00394188597658,tp__lag,11
tp,lag,0.076159835,0.4,0,0.36459968,1.00289461544605,tp__lag,11
tp,lag,0.076159835,0.4,1,0.36459968,1.00279044753707,tp__lag,11
tp,lag,0.076159835,0.4,2,0.36459968,1.00268988927138,tp__lag,11
tp,lag,0.076159835,0.4,3,0.36459968,1.00259653805384,tp__lag,11
tp,lag,0.076159835,0.4,4,0.36459968,1.00251399006564,tp__lag,11
tp,lag,0.076159835,0.4,5,0.36459968,1.00244584058742,tp__lag,11
tp,lag,0.076159835,0.4,6,0.36459968,1.00239448519404,tp__lag,11
tp,lag,0.076159835,0.4,7,0.36459968,1.00235752287711,tp__lag,11
tp,lag,0.076159835,0.4,8,0.36459968,1.00233135449489,tp__lag,11
tp,lag,0.076159835,0.4,9,0.36459968,1.00231238172038,tp__lag,11
tp,lag,0.076159835,0.4,10,0.36459968,1.00229700671856,tp__lag,11
tp,lag,0.130459666,0.43,0,0.36459968,1.00235577717712,tp__lag,11
tp,lag,0.130459666,0.43,1,0.36459968,1.00216126054239,tp__lag,11
tp,lag,0.130459666,0.43,2,0.36459968,1.00196885539356,tp__lag,11
tp,lag,0.130459666,0.43,3,0.36459968,1.00178063387746,tp__lag,11
tp,lag,0.130459666,0.43,4,0.36459968,1.00159866662205,tp__lag,11
tp,lag,0.130459666,0.43,5,0.36459968,1.00142502284438,tp__lag,11
tp,lag,0.130459666,0.43,6,0.36459968,1.00126107974257,tp__lag,11
tp,lag,0.130459666,0.43,7,0.36459968,1.00110545125874,tp__lag,11
tp,lag,0.130459666,0.43,8,0.36459968,1.00095606187768,tp__lag,11
tp,lag,0.130459666,0.43,9,0.36459968,1.00081083746769,tp__lag,11
tp,lag,0.130459666,0.43,10,0.36459968,1.00066770517286,tp__lag,11
tp,lag,0.209302815,0.46,0,0.36459968,1.00155874871804,tp__lag,11
tp,lag,0.209302815,0.46,1,0.36459968,1.00135229421997,tp__lag,11
tp,lag,0.209302815,0.46,2,0.36459968,1.0011466503877,tp__lag,11
tp,lag,0.209302815,0.46,3,0.36459968,1.00094258469134,tp__lag,11
tp,lag,0.209302815,0.46,4,0.36459968,1.00074086398038,tp__lag,11
tp,lag,0.209302815,0.46,5,0.36459968,1.00054225449869,tp__lag,11
tp,lag,0.209302815,0.46,6,0.36459968,1.00034726607355,tp__lag,11
tp,lag,0.209302815,0.46,7,0.36459968,1.00015538503736,tp__lag,11
tp,lag,0.209302815,0.46,8,0.36459968,0.999965842413144,tp__lag,11
tp,lag,0.209302815,0.46,9,0.36459968,0.999777869826191,tp__lag,11
tp,lag,0.209302815,0.46,10,0.36459968,0.999590699489047,tp__lag,11
tp,lag,0.31866651794,0.49,0,0.36459968,1.00045393807248,tp__lag,11
tp,lag,0.31866651794,0.49,1,0.36459968,1.00037756240684,tp__lag,11
tp,lag,0.31866651794,0.49,2,0.36459968,1.00030129124606,tp__lag,11
tp,lag,0.31866651794,0.49,3,0.36459968,1.00022522323387,tp__lag,11
tp,lag,0.31866651794,0.49,4,0.36459968,1.00014945698408,tp__lag,11
tp,lag,0.31866651794,0.49,5,0.36459968,1.00007409108083,tp__lag,11
tp,lag,0.31866651794,0.49,6,0.36459968,0.999999191197464,tp__lag,11
tp,lag,0.31866651794,0.49,7,0.36459968,0.999924691472037,tp__lag,11
tp,lag,0.31866651794,0.49,8,0.36459968,0.999850493186155,tp__lag,11
tp,lag,0.31866651794,0.49,9,0.36459968,0.999776497651038,tp__lag,11
tp,lag,0.31866651794,0.49,10,0.36459968,0.999702606207277,tp__lag,11
tp,lag,0.478643179,0.52,0,0.36459968,0.99891853063389,tp__lag,11
tp,lag,0.478643179,0.52,1,0.36459968,0.999104258411498,tp__lag,11
tp,lag,0.478643179,0.52,2,0.36459968,0.999289805912514,tp__lag,11
tp,lag,0.478643179,0.52,3,0.36459968,0.999474958175131,tp__lag,11
tp,lag,0.478643179,0.52,4,0.36459968,0.999659500078686,tp__lag,11
tp,lag,0.478643179,0.52,5,0.36459968,0.999843216344737,tp__lag,11
tp,lag,0.478643179,0.52,6,0.36459968,1.00002596319426,tp__lag,11
